SdkName,SdkType,Metric,Run,Value
flurry,Analytics,Network,7,18
flurry,Analytics,Network,8,18
flurry,Analytics,Network,9,17
flurry,Analytics,Network,10,18
flurry,Analytics,Network,11,18
flurry,Analytics,Network,12,17
flurry,Analytics,Network,13,18
flurry,Analytics,Network,14,18
flurry,Analytics,Network,15,18
flurry,Analytics,Network,16,18
flurry,Analytics,Network,17,18
flurry,Analytics,Network,18,18
flurry,Analytics,Network,19,18
flurry,Analytics,Network,20,26
flurry,Analytics,Network,21,18
flurry,Analytics,Network,22,18
flurry,Analytics,Network,23,18
flurry,Analytics,Network,24,18
flurry,Analytics,Network,25,18
flurry,Analytics,Network,26,18
flurry,Analytics,Network,27,18
flurry,Analytics,Network,28,18
flurry,Analytics,Network,29,18
flurry,Analytics,Network,30,18
google,Analytics,Network,1,6.615234375
google,Analytics,Network,2,1.22265625
google,Analytics,Network,3,1.2255859375
google,Analytics,Network,4,2.2255859375
google,Analytics,Network,5,1.220703125
google,Analytics,Network,6,1.2216796875
google,Analytics,Network,7,1.2236328125
google,Analytics,Network,8,1.22265625
google,Analytics,Network,9,1.22265625
google,Analytics,Network,10,1.22265625
google,Analytics,Network,11,1.2255859375
google,Analytics,Network,12,1.22265625
google,Analytics,Network,13,1.8974609375
google,Analytics,Network,14,1.2197265625
google,Analytics,Network,15,1.22265625
google,Analytics,Network,16,1.2197265625
google,Analytics,Network,17,1.22265625
google,Analytics,Network,18,1.22265625
google,Analytics,Network,19,1.2236328125
google,Analytics,Network,20,1.734375
google,Analytics,Network,21,2.9228515625
google,Analytics,Network,22,1.5302734375
google,Analytics,Network,23,1.220703125
google,Analytics,Network,24,1.22265625
google,Analytics,Network,25,1.22265625
google,Analytics,Network,26,1.900390625
google,Analytics,Network,27,1.2265625
google,Analytics,Network,28,1.22265625
google,Analytics,Network,29,1.22265625
google,Analytics,Network,30,1.2236328125
acra,Crash reporter,CPU,1,0.4
acra,Crash reporter,CPU,2,0.333333333333333
acra,Crash reporter,CPU,3,0.166666666666667
acra,Crash reporter,CPU,4,0.375
acra,Crash reporter,CPU,5,0.181818181818182
acra,Crash reporter,CPU,6,0
acra,Crash reporter,CPU,7,0
acra,Crash reporter,CPU,8,0.2
acra,Crash reporter,CPU,9,0.2
acra,Crash reporter,CPU,10,0.375
acra,Crash reporter,CPU,11,0.2
acra,Crash reporter,CPU,12,0
acra,Crash reporter,CPU,13,0.2
acra,Crash reporter,CPU,14,0.375
acra,Crash reporter,CPU,15,0.222222222222222
acra,Crash reporter,CPU,16,0.181818181818182
acra,Crash reporter,CPU,17,0.2
acra,Crash reporter,CPU,18,0.25
acra,Crash reporter,CPU,19,0.2
acra,Crash reporter,CPU,20,0
acra,Crash reporter,CPU,21,0.222222222222222
acra,Crash reporter,CPU,22,0.25
acra,Crash reporter,CPU,23,1
acra,Crash reporter,CPU,24,0.25
acra,Crash reporter,CPU,25,0.25
acra,Crash reporter,CPU,26,0.125
acra,Crash reporter,CPU,27,0.1
acra,Crash reporter,CPU,28,0.125
acra,Crash reporter,CPU,29,0
acra,Crash reporter,CPU,30,0.25
crashlytics,Crash reporter,CPU,1,0.142857142857143
crashlytics,Crash reporter,CPU,2,0
crashlytics,Crash reporter,CPU,3,0.142857142857143
crashlytics,Crash reporter,CPU,4,0.142857142857143
crashlytics,Crash reporter,CPU,5,0.142857142857143
crashlytics,Crash reporter,CPU,6,0.142857142857143
crashlytics,Crash reporter,CPU,7,0.142857142857143
crashlytics,Crash reporter,CPU,8,0.142857142857143
crashlytics,Crash reporter,CPU,9,0
crashlytics,Crash reporter,CPU,10,0.333333333333333
crashlytics,Crash reporter,CPU,11,0.142857142857143
crashlytics,Crash reporter,CPU,12,0.285714285714286
crashlytics,Crash reporter,CPU,13,0
crashlytics,Crash reporter,CPU,14,0.571428571428571
crashlytics,Crash reporter,CPU,15,0.166666666666667
crashlytics,Crash reporter,CPU,16,0.166666666666667
crashlytics,Crash reporter,CPU,17,0.142857142857143
crashlytics,Crash reporter,CPU,18,1.42857142857143
crashlytics,Crash reporter,CPU,19,0
crashlytics,Crash reporter,CPU,20,0.142857142857143
crashlytics,Crash reporter,CPU,21,0.142857142857143
crashlytics,Crash reporter,CPU,22,0.142857142857143
crashlytics,Crash reporter,CPU,23,0.166666666666667
crashlytics,Crash reporter,CPU,24,0.166666666666667
crashlytics,Crash reporter,CPU,25,0
crashlytics,Crash reporter,CPU,26,0.142857142857143
crashlytics,Crash reporter,CPU,27,0.333333333333333
crashlytics,Crash reporter,CPU,28,0.142857142857143
crashlytics,Crash reporter,CPU,29,0.714285714285714
crashlytics,Crash reporter,CPU,30,0.166666666666667
newrelic,Crash reporter,CPU,1,0
newrelic,Crash reporter,CPU,2,0
newrelic,Crash reporter,CPU,3,0
newrelic,Crash reporter,CPU,4,0
newrelic,Crash reporter,CPU,5,0
newrelic,Crash reporter,CPU,6,0
newrelic,Crash reporter,CPU,7,0
newrelic,Crash reporter,CPU,8,0
newrelic,Crash reporter,CPU,9,0
newrelic,Crash reporter,CPU,10,0
newrelic,Crash reporter,CPU,11,0
newrelic,Crash reporter,CPU,12,0
newrelic,Crash reporter,CPU,13,0
newrelic,Crash reporter,CPU,14,0
newrelic,Crash reporter,CPU,15,0
newrelic,Crash reporter,CPU,16,0
newrelic,Crash reporter,CPU,17,0
newrelic,Crash reporter,CPU,18,0
newrelic,Crash reporter,CPU,19,0
newrelic,Crash reporter,CPU,20,0
newrelic,Crash reporter,CPU,21,0.142857142857143
newrelic,Crash reporter,CPU,22,0
newrelic,Crash reporter,CPU,23,0
newrelic,Crash reporter,CPU,24,0
newrelic,Crash reporter,CPU,25,0
newrelic,Crash reporter,CPU,26,0
newrelic,Crash reporter,CPU,27,0
newrelic,Crash reporter,CPU,28,0
newrelic,Crash reporter,CPU,29,0
newrelic,Crash reporter,CPU,30,0
acra,Crash reporter,Energy,1,97.862612169204
acra,Crash reporter,Energy,2,96.5211301306506
acra,Crash reporter,Energy,3,97.4252602445565
acra,Crash reporter,Energy,4,98.4118605080371
acra,Crash reporter,Energy,5,97.9068830470983
acra,Crash reporter,Energy,6,97.4589873146898
acra,Crash reporter,Energy,7,98.7154426652427
acra,Crash reporter,Energy,8,98.3083145596107
acra,Crash reporter,Energy,9,97.9576973141692
acra,Crash reporter,Energy,10,98.3657017276652
acra,Crash reporter,Energy,11,97.6645943847227
acra,Crash reporter,Energy,12,98.407418426379
acra,Crash reporter,Energy,13,97.9272132602061
acra,Crash reporter,Energy,14,97.7647073163134
acra,Crash reporter,Energy,15,97.7268770239642
acra,Crash reporter,Energy,16,97.6541048495482
acra,Crash reporter,Energy,17,97.7771111939424
acra,Crash reporter,Energy,18,99.21691128463
acra,Crash reporter,Energy,19,99.0633831640454
acra,Crash reporter,Energy,20,99.1104857839742
acra,Crash reporter,Energy,21,98.9881247720264
acra,Crash reporter,Energy,22,98.4407477995656
acra,Crash reporter,Energy,23,98.6719706680605
acra,Crash reporter,Energy,24,98.6195765995955
acra,Crash reporter,Energy,25,97.5673798463494
acra,Crash reporter,Energy,26,98.6305347395305
acra,Crash reporter,Energy,27,98.1628790414101
acra,Crash reporter,Energy,28,97.8505127306212
acra,Crash reporter,Energy,29,98.6654351251631
acra,Crash reporter,Energy,30,97.9629555086124
crashlytics,Crash reporter,Energy,1,97.599444638823
crashlytics,Crash reporter,Energy,2,97.2981887549213
crashlytics,Crash reporter,Energy,3,100.052953774455
crashlytics,Crash reporter,Energy,4,97.9073087675094
crashlytics,Crash reporter,Energy,5,97.9097403031232
crashlytics,Crash reporter,Energy,6,98.2984074845091
crashlytics,Crash reporter,Energy,7,98.1550261823959
crashlytics,Crash reporter,Energy,8,98.1659370364375
crashlytics,Crash reporter,Energy,9,98.0992148567572
crashlytics,Crash reporter,Energy,10,97.5928695247438
crashlytics,Crash reporter,Energy,11,97.5071579796619
crashlytics,Crash reporter,Energy,12,98.8695210649912
crashlytics,Crash reporter,Energy,13,98.2302952576076
crashlytics,Crash reporter,Energy,14,98.2051736866616
crashlytics,Crash reporter,Energy,15,99.8005791506148
crashlytics,Crash reporter,Energy,16,98.9086965848185
crashlytics,Crash reporter,Energy,17,98.1297486886307
crashlytics,Crash reporter,Energy,18,98.5886510740875
crashlytics,Crash reporter,Energy,19,99.0424355871072
crashlytics,Crash reporter,Energy,20,99.8668365849505
crashlytics,Crash reporter,Energy,21,98.9044239467795
crashlytics,Crash reporter,Energy,22,97.1049228683715
crashlytics,Crash reporter,Energy,23,100.230301539091
crashlytics,Crash reporter,Energy,24,98.6948546491466
crashlytics,Crash reporter,Energy,25,98.5034777217459
crashlytics,Crash reporter,Energy,26,98.3459495132827
crashlytics,Crash reporter,Energy,27,97.6427621947146
crashlytics,Crash reporter,Energy,28,99.058458564011
crashlytics,Crash reporter,Energy,29,98.8096235142578
crashlytics,Crash reporter,Energy,30,98.7855782337969
newrelic,Crash reporter,Energy,1,98.2750267251407
newrelic,Crash reporter,Energy,2,97.5660952191523
newrelic,Crash reporter,Energy,3,98.9288210901211
newrelic,Crash reporter,Energy,4,98.1914849712019
newrelic,Crash reporter,Energy,5,99.2600972337279
newrelic,Crash reporter,Energy,6,97.1373335070172
newrelic,Crash reporter,Energy,7,97.7139365275182
newrelic,Crash reporter,Energy,8,98.3103485434336
newrelic,Crash reporter,Energy,9,97.8988199567346
newrelic,Crash reporter,Energy,10,98.9966224411602
newrelic,Crash reporter,Energy,11,97.195623888539
newrelic,Crash reporter,Energy,12,97.815535181056
newrelic,Crash reporter,Energy,13,97.8480781676513
newrelic,Crash reporter,Energy,14,98.2076787934065
newrelic,Crash reporter,Energy,15,99.2326015437948
newrelic,Crash reporter,Energy,16,98.5029840644649
newrelic,Crash reporter,Energy,17,98.2259811312118
newrelic,Crash reporter,Energy,18,98.0085367355771
newrelic,Crash reporter,Energy,19,99.1864114092646
newrelic,Crash reporter,Energy,20,98.0865192851737
newrelic,Crash reporter,Energy,21,98.6883486601835
newrelic,Crash reporter,Energy,22,97.3904421179238
newrelic,Crash reporter,Energy,23,98.5074385349059
newrelic,Crash reporter,Energy,24,98.4335387420914
newrelic,Crash reporter,Energy,25,98.4617450784083
newrelic,Crash reporter,Energy,26,97.9202109004225
newrelic,Crash reporter,Energy,27,97.852712278505
newrelic,Crash reporter,Energy,28,98.4247072801049
newrelic,Crash reporter,Energy,29,98.3429698703316
newrelic,Crash reporter,Energy,30,98.0424007153664
acra,Crash reporter,Memory,1,25.2738715277777
acra,Crash reporter,Memory,2,24.4078125
acra,Crash reporter,Memory,3,22.63466796875
acra,Crash reporter,Memory,4,21.4981553819444
acra,Crash reporter,Memory,5,21.01279296875
acra,Crash reporter,Memory,6,20.82822265625
acra,Crash reporter,Memory,7,20.97021484375
acra,Crash reporter,Memory,8,21.85869140625
acra,Crash reporter,Memory,9,21.21083984375
acra,Crash reporter,Memory,10,21.3409288194444
acra,Crash reporter,Memory,11,22.06025390625
acra,Crash reporter,Memory,12,21.3615234375
acra,Crash reporter,Memory,13,20.9875
acra,Crash reporter,Memory,14,21.4051649305556
acra,Crash reporter,Memory,15,21.4424913194444
acra,Crash reporter,Memory,16,21.07890625
acra,Crash reporter,Memory,17,22.6140625
acra,Crash reporter,Memory,18,21.3683810763889
acra,Crash reporter,Memory,19,21.4119140625
acra,Crash reporter,Memory,20,20.98271484375
acra,Crash reporter,Memory,21,22.373046875
acra,Crash reporter,Memory,22,21.4563802083333
acra,Crash reporter,Memory,23,21.5578342013889
acra,Crash reporter,Memory,24,21.1952039930556
acra,Crash reporter,Memory,25,20.9474609375
acra,Crash reporter,Memory,26,22.23359375
acra,Crash reporter,Memory,27,22.03837890625
acra,Crash reporter,Memory,28,19.31240234375
acra,Crash reporter,Memory,29,21.4459635416667
acra,Crash reporter,Memory,30,22.11220703125
crashlytics,Crash reporter,Memory,1,32.1116071428571
crashlytics,Crash reporter,Memory,2,34.5184151785714
crashlytics,Crash reporter,Memory,3,34.6111886160714
crashlytics,Crash reporter,Memory,4,32.5813337053571
crashlytics,Crash reporter,Memory,5,34.2135881696429
crashlytics,Crash reporter,Memory,6,34.7036830357143
crashlytics,Crash reporter,Memory,7,34.3159877232143
crashlytics,Crash reporter,Memory,8,34.0341796875
crashlytics,Crash reporter,Memory,9,35.0935872395833
crashlytics,Crash reporter,Memory,10,30.9188058035714
crashlytics,Crash reporter,Memory,11,32.4006696428571
crashlytics,Crash reporter,Memory,12,34.9388950892857
crashlytics,Crash reporter,Memory,13,34.1782924107143
crashlytics,Crash reporter,Memory,14,34.0697544642857
crashlytics,Crash reporter,Memory,15,34.2320033482143
crashlytics,Crash reporter,Memory,16,34.0904017857143
crashlytics,Crash reporter,Memory,17,32.1012834821429
crashlytics,Crash reporter,Memory,18,31.8058035714286
crashlytics,Crash reporter,Memory,19,31.6294642857143
crashlytics,Crash reporter,Memory,20,34.1090959821429
crashlytics,Crash reporter,Memory,21,34.5711495535714
crashlytics,Crash reporter,Memory,22,35.3049665178571
crashlytics,Crash reporter,Memory,23,34.3260323660714
crashlytics,Crash reporter,Memory,24,33.5775669642857
crashlytics,Crash reporter,Memory,25,32.4680524553571
crashlytics,Crash reporter,Memory,26,34.5989118303571
crashlytics,Crash reporter,Memory,27,33.4568917410714
crashlytics,Crash reporter,Memory,28,32.7626953125
crashlytics,Crash reporter,Memory,29,32.3850446428571
crashlytics,Crash reporter,Memory,30,35.0849609375
newrelic,Crash reporter,Memory,1,29.8610491071429
newrelic,Crash reporter,Memory,2,32.1513671875
newrelic,Crash reporter,Memory,3,31.8763020833333
newrelic,Crash reporter,Memory,4,34.6653180803571
newrelic,Crash reporter,Memory,5,32.6428571428571
newrelic,Crash reporter,Memory,6,34.4727957589286
newrelic,Crash reporter,Memory,7,34.5078125
newrelic,Crash reporter,Memory,8,31.9027622767857
newrelic,Crash reporter,Memory,9,32.5432477678571
newrelic,Crash reporter,Memory,10,34.6252790178571
newrelic,Crash reporter,Memory,11,32.4856305803571
newrelic,Crash reporter,Memory,12,34.7557198660714
newrelic,Crash reporter,Memory,13,32.3477957589286
newrelic,Crash reporter,Memory,14,32.1003069196429
newrelic,Crash reporter,Memory,15,32.2188895089286
newrelic,Crash reporter,Memory,16,34.7992466517857
newrelic,Crash reporter,Memory,17,34.4192243303571
newrelic,Crash reporter,Memory,18,34.6070033482143
newrelic,Crash reporter,Memory,19,32.0132533482143
newrelic,Crash reporter,Memory,20,32.2434430803571
newrelic,Crash reporter,Memory,21,32.3551897321429
newrelic,Crash reporter,Memory,22,32.4856305803571
newrelic,Crash reporter,Memory,23,32.3646763392857
newrelic,Crash reporter,Memory,24,32.1314174107143
newrelic,Crash reporter,Memory,25,32.1446707589286
newrelic,Crash reporter,Memory,26,32.1381138392857
newrelic,Crash reporter,Memory,27,32.4224330357143
newrelic,Crash reporter,Memory,28,34.4144810267857
newrelic,Crash reporter,Memory,29,34.0340401785714
newrelic,Crash reporter,Memory,30,32.177734375
acra,Crash reporter,Network,1,23
acra,Crash reporter,Network,2,23
acra,Crash reporter,Network,3,24
acra,Crash reporter,Network,4,23
acra,Crash reporter,Network,5,23
acra,Crash reporter,Network,6,23
acra,Crash reporter,Network,7,23
acra,Crash reporter,Network,8,23
acra,Crash reporter,Network,9,23
acra,Crash reporter,Network,10,23
acra,Crash reporter,Network,11,23
acra,Crash reporter,Network,12,23
acra,Crash reporter,Network,13,23
acra,Crash reporter,Network,14,23
acra,Crash reporter,Network,15,23
acra,Crash reporter,Network,16,23
acra,Crash reporter,Network,17,23
acra,Crash reporter,Network,18,23
acra,Crash reporter,Network,19,23
acra,Crash reporter,Network,20,23
acra,Crash reporter,Network,21,23
acra,Crash reporter,Network,22,23
acra,Crash reporter,Network,23,23
acra,Crash reporter,Network,24,23
acra,Crash reporter,Network,25,23
acra,Crash reporter,Network,26,23
acra,Crash reporter,Network,27,23
acra,Crash reporter,Network,28,23
acra,Crash reporter,Network,29,23
acra,Crash reporter,Network,30,23
crashlytics,Crash reporter,Network,1,51
crashlytics,Crash reporter,Network,2,49
crashlytics,Crash reporter,Network,3,50
crashlytics,Crash reporter,Network,4,49
crashlytics,Crash reporter,Network,5,50
crashlytics,Crash reporter,Network,6,50
crashlytics,Crash reporter,Network,7,50
crashlytics,Crash reporter,Network,8,50
crashlytics,Crash reporter,Network,9,49
crashlytics,Crash reporter,Network,10,50
crashlytics,Crash reporter,Network,11,50
crashlytics,Crash reporter,Network,12,50
crashlytics,Crash reporter,Network,13,49
crashlytics,Crash reporter,Network,14,49
crashlytics,Crash reporter,Network,15,49
crashlytics,Crash reporter,Network,16,49
crashlytics,Crash reporter,Network,17,49
crashlytics,Crash reporter,Network,18,50
crashlytics,Crash reporter,Network,19,51
crashlytics,Crash reporter,Network,20,50
crashlytics,Crash reporter,Network,21,49
crashlytics,Crash reporter,Network,22,50
crashlytics,Crash reporter,Network,23,49
crashlytics,Crash reporter,Network,24,51
crashlytics,Crash reporter,Network,25,50
crashlytics,Crash reporter,Network,26,51
crashlytics,Crash reporter,Network,27,50
crashlytics,Crash reporter,Network,28,49
crashlytics,Crash reporter,Network,29,50
crashlytics,Crash reporter,Network,30,50
newrelic,Crash reporter,Network,1,32
newrelic,Crash reporter,Network,2,29
newrelic,Crash reporter,Network,3,31
newrelic,Crash reporter,Network,4,29
newrelic,Crash reporter,Network,5,29
newrelic,Crash reporter,Network,6,29
newrelic,Crash reporter,Network,7,30
newrelic,Crash reporter,Network,8,29
newrelic,Crash reporter,Network,9,29
newrelic,Crash reporter,Network,10,29
newrelic,Crash reporter,Network,11,29
newrelic,Crash reporter,Network,12,30
newrelic,Crash reporter,Network,13,30
newrelic,Crash reporter,Network,14,29
newrelic,Crash reporter,Network,15,29
newrelic,Crash reporter,Network,16,29
newrelic,Crash reporter,Network,17,29
newrelic,Crash reporter,Network,18,29
newrelic,Crash reporter,Network,19,30
newrelic,Crash reporter,Network,20,29
newrelic,Crash reporter,Network,21,29
newrelic,Crash reporter,Network,22,30
newrelic,Crash reporter,Network,23,56
newrelic,Crash reporter,Network,24,29
newrelic,Crash reporter,Network,25,29
newrelic,Crash reporter,Network,26,30
newrelic,Crash reporter,Network,27,29
newrelic,Crash reporter,Network,28,30
newrelic,Crash reporter,Network,29,30
newrelic,Crash reporter,Network,30,29
