Time(ms),Main(mA),Main Voltage(V),
0.05085396766662598,774.7081222114014,4.0015,
0.05085396766662598,688.2568069862715,3.9983750000000002,
0.08486413955688477,585.782187646139,3.999,
0.11497902870178223,586.6516692647825,3.999625,
0.14703106880187988,590.3780190589691,3.99825,
0.17809796333312988,658.8186436121971,3.9985,
0.17809796333312988,665.0292266025081,3.9995000000000003,
0.20838117599487305,587.0243042442012,3.99825,
0.23858904838562012,675.7114293458432,3.999375,
0.26970505714416504,726.9122530302175,3.999625,
0.26970505714416504,770.2488393485547,3.999,
0.3005380630493164,775.4641305387271,3.9998750000000003,
0.33290600776672363,820.6633208535544,3.9987500000000002,
0.36133694648742676,809.2393496750816,3.999,
0.3902449607849121,499.5503918586548,4.000625,
0.3902449607849121,478.6892270979652,3.9995000000000003,
0.42005205154418945,857.9154007833572,3.999375,
0.4505491256713867,806.7558776797614,3.9983750000000002,
0.4802100658416748,691.646950696671,4.00225,
0.4802100658416748,507.24915504414736,3.9987500000000002,
0.5115981101989746,1184.315953204518,3.998,
0.5409440994262695,1440.599044776559,3.99725,
0.5717380046844482,1779.702302084332,3.999375,
0.6006629467010498,1819.808619224724,3.997125,
0.6006629467010498,1848.491465229153,3.997375,
0.6300051212310791,2094.9652718040084,4.002,
0.6622941493988037,1392.2976287777585,3.9983750000000002,
0.695775032043457,1636.7847447202723,4.000375,
0.695775032043457,1491.1354877367432,3.9975,
0.7248849868774414,1523.7917150058552,3.99975,
0.7530601024627686,1542.5411078485772,3.9975,
0.7808890342712402,728.7429575757304,3.999375,
0.8086090087890625,785.239472432939,3.9998750000000003,
0.8093571662902832,797.2837843915088,3.998875,
0.8359460830688477,1240.4399635681627,4.000125,
0.8645370006561279,638.2243656396753,3.998625,
0.892855167388916,1006.1346371163986,3.9991250000000003,
0.8947429656982422,940.9463507426964,3.998625,
0.921626091003418,928.5295342905627,3.9991250000000003,
0.9500839710235596,588.9296043247043,3.998875,
0.9793829917907715,732.0954980178066,4.0005,
1.0106070041656494,675.3506468315553,3.9987500000000002,
1.0106070041656494,678.951523602674,3.998625,
1.0418810844421387,570.9252204691103,3.9995000000000003,
1.074627161026001,549.1957916778763,3.99975,
1.1043791770935059,544.6015695905868,3.9995000000000003,
1.1043791770935059,544.2290650970227,3.998875,
1.1363940238952637,536.6548070612212,3.9998750000000003,
1.1663320064544678,540.3798519968612,4.000125,
1.1968159675598145,527.5905310511635,4.000125,
1.1968159675598145,529.2047171899409,3.999,
1.226081132888794,537.6481523773919,3.999625,
1.2568180561065674,525.9944464316451,3.999375,
1.2886569499969482,550.320758725322,3.9995000000000003,
1.3180780410766602,532.6965936962296,3.9995000000000003,
1.3180780410766602,535.9235534902888,3.9991250000000003,
1.347156047821045,529.4696339021704,3.9991250000000003,
1.3765230178833008,524.3809665346156,3.9995000000000003,
1.4080030918121338,520.161096034692,3.99975,
1.4080030918121338,518.4235022994294,3.999,
1.4373300075531006,541.6327900490088,3.99925,
1.4662909507751465,527.1114709757426,3.99975,
1.4940121173858643,533.3171628873948,3.99925,
1.5238330364227295,558.7604997251691,3.99975,
1.5238330364227295,556.7746783134403,3.9998750000000003,
1.5538060665130615,810.8357051764837,3.99925,
1.5844850540161133,522.767486637586,3.999375,
1.6144371032714844,546.3491159018645,4.000625,
1.6144371032714844,544.859749843068,3.9995000000000003,
1.6449410915374756,522.643372799353,3.999375,
1.6900269985198975,523.015714314052,3.999375,
1.7192840576171875,525.497991078713,3.9998750000000003,
1.7495529651641846,548.7072788282924,3.999625,
1.7495529651641846,541.8810177254749,3.999625,
1.779160976409912,522.5388644532785,3.9995000000000003,
1.8100650310516357,543.7530491212534,3.999625,
1.841217041015625,530.6027358182982,3.9991250000000003,
1.8715319633483887,524.1516387262824,3.99925,
1.8715319633483887,524.2756982857443,4.0,
1.899717092514038,547.5988954645705,3.9991250000000003,
1.927889108657837,525.3922343209008,3.998875,
1.9586191177368164,514.3509335287969,4.000375,
1.9586191177368164,521.2982688586601,3.998625,
1.9876511096954346,536.4335351130048,3.999625,
2.015727996826172,523.3843921719179,3.9998750000000003,
2.0434491634368896,543.4811619116313,3.99975,
2.070924997329712,524.2527711112882,3.99975,
2.0715200901031494,523.3843921719179,3.999375,
2.0980231761932373,527.478178600378,3.9998750000000003,
2.125636100769043,541.7444040328905,3.99975,
2.1599280834198,542.8608912406524,3.9998750000000003,
2.1599280834198,544.7217032535889,3.999625,
2.1875720024108887,538.7671048121923,3.999625,
2.216007947921753,514.3284403756273,3.998875,
2.2458560466766357,540.503862690933,3.9987500000000002,
2.273930072784424,523.2796101622547,3.9995000000000003,
2.273930072784424,526.875607483275,3.999625,
2.301635980606079,522.6596106241478,3.999625,
2.3296990394592285,545.103593903619,3.9998750000000003,
2.3578600883483887,521.1716117326912,3.9991250000000003,
2.3592419624328613,523.1556102546333,3.99925,
2.387576103210449,524.64360914609,3.9991250000000003,
2.415788173675537,526.875607483275,3.99975,
2.4427740573883057,526.255607945168,4.001,
2.4698519706726074,523.4036100698761,3.9985,
2.4707369804382324,546.09559316459,3.9995000000000003,
2.4971749782562256,542.9955954740553,3.998625,
2.5254600048065186,512.9876178296796,3.9987500000000002,
2.5604441165924072,513.111617737301,3.9998750000000003,
2.5604441165924072,515.7156157973501,3.9985,
2.598952054977417,512.2436183839512,3.998875,
2.6264150142669678,535.3076012015293,3.99975,
2.657806158065796,515.4676159821073,3.999,
2.6927809715270996,522.411610808905,3.99975,
2.6927809715270996,522.5356107165264,3.99925,
2.738806962966919,541.2595967673559,3.999,
2.773108959197998,543.7499106371827,3.999625,
2.8047280311584473,529.6200975957787,3.999625,
2.8047280311584473,535.6934382890138,3.9998750000000003,
2.838052988052368,507.18592074933923,3.9995000000000003,
2.86889910697937,522.6791368035101,3.999,
2.897711992263794,531.9750664360128,3.999375,
2.9257709980010986,523.7946483594104,3.998625,
2.9257709980010986,527.7609116692782,4.000125,
2.9528191089630127,542.2625618959822,3.9998750000000003,
2.980154037475586,520.943896605443,3.998875,
3.0068490505218506,522.4312453466434,3.9987500000000002,
3.0076961517333984,510.6564011454735,3.9987500000000002,
3.033957004547119,412.4733620581137,3.998875,
3.0619189739227295,408.0115107858505,3.999625,
3.0891220569610596,396.7329422920739,3.99825,
3.1166090965270996,385.33043348517896,3.9998750000000003,
3.118006944656372,401.9384354430477,3.9998750000000003,
3.1446480751037598,406.1524060890741,3.99825,
3.1814169883728027,405.0369432710083,3.999625,
3.209969997406006,339.4725176313622,3.999625,
3.237640142440796,349.63562330707293,3.999,
3.2385051250457764,351.12290706449403,3.9995000000000003,
3.2648630142211914,347.22007576471475,3.9995000000000003,
3.2927231788635254,333.589023539833,4.0,
3.320362091064453,334.5803727925517,3.9998750000000003,
3.320362091064453,342.3872481577112,4.00125,
3.3473479747772217,350.9376354624098,3.9983750000000002,
3.3749799728393555,356.3900563523625,3.998875,
3.4023170471191406,330.8628130948567,4.00025,
3.429090976715088,328.0126839932905,3.998875,
3.429988145828247,349.5745302399216,3.99825,
3.4563181400299072,357.38140560508117,4.000875,
3.4829370975494385,358.24883620121,4.0,
3.5101139545440674,388.9806630354888,3.9998750000000003,
3.5101139545440674,389.1045816920786,3.999625,
3.5466461181640625,447.22243163271077,3.9987500000000002,
3.5738799571990967,533.4698166192352,3.9987500000000002,
3.601746082305908,551.0662658549916,3.9998750000000003,
3.6289830207824707,538.0548069130591,3.9995000000000003,
3.6303789615631104,525.0433479711265,3.99925,
3.657243013381958,513.7667502214516,3.998875,
3.686486005783081,755.7798865413973,3.999,
3.7139840126037598,523.3084867788688,3.9983750000000002,
3.7139840126037598,532.3545487099267,4.000375,
3.742483139038086,656.1492866431709,3.999375,
3.7691590785980225,915.9189139451503,3.99925,
3.8071939945220947,844.40535327582,3.998,
3.83400297164917,800.7783630581348,3.9987500000000002,
3.83400297164917,795.8207505333978,3.998625,
3.8607311248779297,845.5208160938857,3.9991250000000003,
3.888442039489746,788.260391433174,3.99925,
3.915337085723877,783.4267192215555,3.999,
3.915337085723877,794.2095264628583,3.9987500000000002,
3.942803144454956,749.0952524877522,3.99925,
3.9704320430755615,781.3197338985423,3.9983750000000002,
4.019680023193359,720.3410998442779,3.9985,
4.047475099563599,859.1542505369123,4.000625,
4.047475099563599,885.1817162917813,4.000375,
4.074470043182373,842.0504873265699,3.999,
4.102436065673828,819.3694100258983,3.99975,
4.1310200691223145,511.3777319266157,3.999375,
4.1310200691223145,518.8141507137211,3.9998750000000003,
4.158354043960571,489.81211744401,4.0,
4.186136960983276,469.48590609258855,3.9987500000000002,
4.2133400440216064,483.11934053561515,3.999625,
4.241114139556885,618.4621624609337,3.998625,
4.241114139556885,609.2905792901704,3.999,
4.269647121429443,590.4050975807421,3.998875,
4.310273170471191,789.6032902769949,3.999625,
4.3540520668029785,879.9676228691346,3.9983750000000002,
4.381139039993286,1028.7154954487883,3.9983750000000002,
4.382692098617554,959.5477346992493,4.000625,
4.4090940952301025,1078.1741630815231,4.0,
4.435537099838257,765.5557175432843,4.0005,
4.478147029876709,831.8724774017132,3.999375,
4.478147029876709,838.6900882282807,3.999375,
4.50517201423645,470.1877795875039,3.999625,
4.545801162719727,602.9510571878774,3.998625,
4.57260799407959,542.457612305541,4.001125,
4.599852085113525,748.7303423961306,3.9987500000000002,
4.600728988647461,656.874517277665,3.99675,
4.627254962921143,510.10353625166846,4.0,
4.65475606918335,444.2797263489623,3.99925,
4.693432092666626,410.314144591257,3.9991250000000003,
4.693432092666626,412.29753622674343,4.0,
4.721791982650757,415.2726236799731,3.99975,
4.749617099761963,455.9321522074451,3.9995000000000003,
4.777436971664429,437.25210830479625,4.0,
4.805480003356934,592.2181234397538,3.9991250000000003,
4.80790901184082,576.845494738366,3.99975,
4.841130971908569,1260.8034991380146,3.9975,
4.869205951690674,1229.9342689231312,3.9995000000000003,
4.900511026382446,1282.4987412569087,3.999,
4.900511026382446,1253.1171847873206,4.0,
4.938672065734863,1574.2067681469528,3.9991250000000003,
4.968222141265869,1039.2640839010794,3.9995000000000003,
4.997136116027832,739.3738514119094,4.003,
5.024986028671265,793.01942214433,3.999625,
5.024986028671265,794.1351286941656,3.9991250000000003,
5.052714109420776,1005.3755687963913,3.99775,
5.079719066619873,627.1510484020893,3.99925,
5.1063549518585205,896.160294306919,3.999375,
5.1063549518585205,900.9950226895404,3.999375,
5.133435010910034,1091.0370383448878,3.9962500000000003,
5.160478115081787,783.3499653790872,3.9983750000000002,
5.187463998794556,1015.1689929560603,4.0005,
5.216531038284302,624.299798330287,3.9998750000000003,
5.216531038284302,627.646917979794,3.99925,
5.243725061416626,856.2427933016862,4.0,
5.270784139633179,1330.3950088698653,3.999625,
5.304774045944214,968.4392785230355,4.001375,
5.304774045944214,874.199348730781,3.9998750000000003,
5.337502956390381,960.3792845276453,4.0,
5.371474027633667,834.0233786614515,4.002,
5.40574312210083,661.4155072524803,4.0,
5.4380011558532715,859.0713600009717,4.0005,
5.4380011558532715,840.0993741348994,4.0,
5.467527151107788,641.9475217559225,3.99925,
5.49689507484436,645.667518984564,3.9991250000000003,
5.528078079223633,783.4314163519255,3.998125,
5.528078079223633,874.4473485460238,3.998625,
5.5589470863342285,625.5795339498993,3.999,
5.587843179702759,595.075556675038,3.99925,
5.625949144363403,594.9515567674166,3.9991250000000003,
5.654428005218506,591.7275591692605,3.9995000000000003,
5.654428005218506,593.2155580607172,3.9991250000000003,
5.682126998901367,608.0955469752837,3.9995000000000003,
5.710474014282227,860.1873591695643,3.99975,
5.737569093704224,900.3633292388938,3.9995000000000003,
5.738150119781494,909.7873222181192,3.9995000000000003,
5.764786958694458,645.6564108740969,4.000125,
5.8086631298065186,630.8978413593029,3.999625,
5.8353400230407715,729.1229426678477,3.998875,
5.86244010925293,709.6515526357246,4.0005,
5.8647730350494385,670.584750978917,3.999625,
5.891334056854248,621.4722003246445,3.9998750000000003,
5.917943954467773,614.4029695486507,3.998875,
5.945013046264648,644.6642381336064,3.998125,
5.946052074432373,597.9080977379987,3.9995000000000003,
5.972568988800049,591.0869101471275,3.99925,
5.999618053436279,589.598651036392,3.99925,
6.026533126831055,608.4499331057086,3.998875,
6.0547261238098145,610.8063433643732,4.00025,
6.056010007858276,590.3427805917597,3.999625,
6.082498073577881,594.0634283685985,3.99925,
6.1092751026153564,591.33495333225,4.000125,
6.137954950332642,617.9995957329282,4.000125,
6.168183088302612,593.0712556281081,3.9998750000000003,
6.168183088302612,596.2958170347018,4.0,
6.198801040649414,609.6901490313215,3.99925,
6.228894948959351,592.2031044801791,3.9991250000000003,
6.257897138595581,617.0074229924379,3.9998750000000003,
6.257897138595581,611.550472919741,3.9991250000000003,
6.285830974578857,595.2515958881529,3.99925,
6.316437005996704,610.2568965345001,3.9995000000000003,
6.3448100090026855,588.803036932698,3.9995000000000003,
6.375529050827026,613.1091437647975,3.999375,
6.375529050827026,612.4890900190807,3.999375,
6.415529012680054,588.6790261835546,4.0,
6.445074081420898,590.9112196681351,4.0,
6.477861166000366,609.0167890430665,3.999625,
6.477861166000366,607.9006923007762,3.9995000000000003,
6.508484125137329,612.9851330156541,3.99975,
6.540189981460571,592.895391654429,3.99925,
6.569440126419067,613.3571652630843,3.9998750000000003,
6.606142044067383,608.6447567956363,3.999375,
6.606142044067383,612.1170577716506,3.999625,
6.636738061904907,611.2489825276471,3.999375,
6.668320178985596,593.7634668984326,3.999,
6.708156108856201,588.3069939361245,3.99925,
6.708156108856201,590.6631981698484,3.99975,
6.738932132720947,613.8532082596578,3.9995000000000003,
6.769495010375977,594.5535679040224,3.99975,
6.7993690967559814,590.5857443017433,3.99975,
6.7993690967559814,592.8176450780253,3.9998750000000003,
6.8277881145477295,759.5902308613225,4.0,
6.858499050140381,1018.4907209100397,4.000875,
6.892622947692871,789.7208913411301,4.00075,
6.923537015914917,640.1835393302332,3.99925,
6.923537015914917,641.175495230803,3.9995000000000003,
6.952409029006958,604.7211158848629,3.99925,
