Time(ms),Main(mA),Main Voltage(V),
0.030022859573364258,452.63258434843175,3.99925,
0.05034303665161133,453.5018375968375,3.998875,
0.07780885696411133,652.3124734107852,3.999,
0.10670995712280273,589.8504185610565,3.99925,
0.10941791534423828,594.6934009450315,3.999,
0.1453399658203125,580.288632828593,3.99925,
0.17197799682617188,599.41220429352,3.999,
0.19875097274780273,606.4904093162526,3.99975,
0.22557401657104492,601.274889825818,3.99975,
0.22557401657104492,598.6671300806007,3.9995000000000003,
0.25250887870788574,607.980557742091,3.999375,
0.2808659076690674,638.9257429813847,3.998,
0.30746006965637207,694.66261078761,3.99975,
0.3347508907318115,850.204471280261,3.9991250000000003,
0.3347508907318115,854.9216226758882,3.998875,
0.36261701583862305,839.9012195477072,3.9991250000000003,
0.38973307609558105,863.7352476519283,3.99975,
0.41665101051330566,874.162634947525,3.9995000000000003,
0.41701197624206543,838.4115927911934,3.997,
0.44344091415405273,632.2224225770725,3.996,
0.47156596183776855,874.5350416366534,3.9995000000000003,
0.498676061630249,1022.7529039097782,3.998625,
0.5262389183044434,1543.1291841852717,3.999375,
0.5262389183044434,1518.0538004506225,4.000875,
0.5531919002532959,1278.7204349040692,3.997375,
0.5800430774688721,1832.116774948952,3.999375,
0.6064519882202148,1690.8505042062252,3.996875,
0.6064519882202148,1814.3653894338293,4.001,
0.6334939002990723,1637.720483223899,3.99725,
0.6605939865112305,1113.3718649310354,3.9998750000000003,
0.6885900497436523,1352.581094914546,3.999625,
0.7163619995117188,1654.2305131085939,3.997125,
0.7163619995117188,1753.042421290677,3.999625,
0.7516870498657227,2016.7781205199078,4.000625,
0.7885448932647705,1189.8593712028458,3.9995000000000003,
0.815263032913208,1123.3285321704311,3.9987500000000002,
0.815263032913208,1113.026182096382,3.998125,
0.8422670364379883,796.1358237946017,3.9985,
0.8691840171813965,786.8264713180512,3.9987500000000002,
0.8978118896484375,634.7737142010592,3.9998750000000003,
0.9247639179229736,979.8403793318656,3.998625,
0.9247639179229736,983.4399956227985,4.000375,
0.9522080421447754,725.508869672505,3.999625,
0.9922449588775635,705.7730424222179,3.99925,
1.019770860671997,914.5507872963245,3.9985,
1.019770860671997,944.7130893203483,3.998,
1.0465919971466064,810.782538357708,4.000125,
1.073786973953247,643.462443179173,3.9987500000000002,
1.100754976272583,552.3549136086651,3.9983750000000002,
1.127722978591919,545.403930426174,3.9985,
1.127722978591919,544.4109328286753,3.999375,
1.155432939529419,525.4198537765122,3.999375,
1.1824328899383545,511.0213886127807,4.000375,
1.2094340324401855,504.566904229039,3.9987500000000002,
1.209794044494629,505.4357771268504,3.99925,
1.2361910343170166,515.4898778015249,3.999625,
1.2707030773162842,512.8054388987867,4.000125,
1.3072850704193115,510.69614965095724,3.9995000000000003,
1.3486199378967285,511.93690803203344,3.999,
1.3486199378967285,513.4258180893248,3.9991250000000003,
