SdkName,SdkType,Run,Metric,MinValue,AvgValue,MedValue,MaxValue
firebase,Analytics,30,Memory,10852,35815.0454545455,32367,45198
firebase,Analytics,3,Memory,25447,36435.2727272727,31363,45175
firebase,Analytics,4,Memory,25492,36452.7272727273,31399,45203
firebase,Analytics,5,Memory,24364,36623.7272727273,31695,45502
firebase,Analytics,6,Memory,15043,35952.1363636364,31383,45194
firebase,Analytics,7,Memory,24310,36428.8636363636,31423,45218
firebase,Analytics,8,Memory,24322,36357.4090909091,31379,45168
firebase,Analytics,9,Memory,25664,36790.3636363636,31390,45232
flurry,Analytics,10,Memory,27714,36923.4545454545,33168.5,47035
flurry,Analytics,11,Memory,9450,36405.5,34007,46715
flurry,Analytics,12,Memory,10376,36551.9090909091,34122.5,46815
flurry,Analytics,13,Memory,8157,36341.2272727273,34000,46707
flurry,Analytics,14,Memory,24007,37025.3181818182,33243.5,46691
flurry,Analytics,15,Memory,25357,37144,34008.5,46711
flurry,Analytics,16,Memory,23930,37067.0909090909,33172,46769
flurry,Analytics,17,Memory,12951,36499.5,32813.5,46683
flurry,Analytics,18,Memory,11101,36380.3181818182,33881,46611
flurry,Analytics,19,Memory,25546,37027.0454545455,33274,46627
flurry,Analytics,1,Memory,25043,37070.0909090909,32958,46547
flurry,Analytics,20,Memory,24766,36990.2272727273,32761,46671
flurry,Analytics,21,Memory,26226,37090.6363636364,33343.5,46671
flurry,Analytics,22,Memory,9803,36277.8181818182,33264.5,46623
flurry,Analytics,23,Memory,25177,37048.6818181818,32834.5,46715
flurry,Analytics,24,Memory,24861,36969.4090909091,32736,46619
flurry,Analytics,25,Memory,9834,36257.6818181818,32748,46651
flurry,Analytics,26,Memory,28920,37203.3181818182,32821,46703
flurry,Analytics,27,Memory,25249,37132.4545454545,32876,46764
flurry,Analytics,28,Memory,23904,37043.1363636364,33945,46668
flurry,Analytics,29,Memory,24983,37273.1818181818,33146,46752
flurry,Analytics,2,Memory,25592,37069.2727272727,32798,46691
flurry,Analytics,30,Memory,25365,36491.8181818182,32752,46644
flurry,Analytics,3,Memory,29173,37392.1818181818,34081,46779
flurry,Analytics,4,Memory,24030,36963.7272727273,32790,46683
flurry,Analytics,5,Memory,24270,37142.2272727273,32910,46843
flurry,Analytics,6,Memory,24686,37131.4545454545,34017.5,46719
flurry,Analytics,7,Memory,10034,36384.6818181818,32846,46730
flurry,Analytics,8,Memory,23847,37043.2727272727,32846,46687
flurry,Analytics,9,Memory,25414,37456.3636363636,33289,47203
google,Analytics,10,Memory,25188,36269.2727272727,31374,44775
google,Analytics,11,Memory,27969,36340.3181818182,31322,44711
google,Analytics,12,Memory,12799,35660.7272727273,31626.5,44695
google,Analytics,13,Memory,10248,35576.5,32257,44667
google,Analytics,14,Memory,25127,36204,31625.5,44675
google,Analytics,15,Memory,27612,36307.7272727273,31294,44699
google,Analytics,16,Memory,10808,35562.1818181818,31619.5,44687
google,Analytics,17,Memory,9825,35557.0454545455,32239.5,44671
google,Analytics,18,Memory,24121,36286.1363636364,31493,44907
google,Analytics,19,Memory,23570,36163.6363636364,31342,44739
google,Analytics,1,Memory,28757,36340.9090909091,31262,44679
google,Analytics,20,Memory,25036,36172.5,31262,44679
google,Analytics,21,Memory,24373,36267.7727272727,31414,44811
google,Analytics,22,Memory,25212,36203.3636363636,31306,44695
google,Analytics,23,Memory,28510,36315.9545454545,31250,44663
google,Analytics,24,Memory,10538,35504.8181818182,31253,44671
google,Analytics,25,Memory,23505,36208.8636363636,32295,44691
google,Analytics,26,Memory,9903,35518.2727272727,31618,44683
google,Analytics,27,Memory,28401,36346.7727272727,31307,44694
google,Analytics,28,Memory,10593,35594.8181818182,32246.5,44676
google,Analytics,29,Memory,30459,36682.7727272727,32836.5,44780
google,Analytics,2,Memory,23423,36123.2272727273,31605,44675
google,Analytics,30,Memory,28093,36454,31482,44891
google,Analytics,3,Memory,23426,36238.3181818182,31737.5,44791
google,Analytics,4,Memory,26075,36211.6363636364,31257,44671
google,Analytics,5,Memory,15371,35796.3181818182,31663,44715
google,Analytics,6,Memory,28144,36345.9545454545,31613.5,44683
google,Analytics,7,Memory,23419,36212.6818181818,32301,44703
google,Analytics,8,Memory,28497,36351.3636363636,31305,44695
google,Analytics,9,Memory,25099,36253.3636363636,32241.5,44659
